 * Serving Flask app 'node29'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://localhost:8029
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 111-361-953
127.0.0.1 - - [23/Oct/2024 00:10:37] "GET /client/load/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 00:10:38] "GET /client/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 00:42:51] "GET /client/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:15:07] "GET /client/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:56] "POST /server/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:58] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:58] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:59] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:59] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:59] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:59] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:59] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:59] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:59] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:51:59] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:00] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:00] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [23/Oct/2024 01:52:00] "POST /server/tasks/ HTTP/1.1" 200 -
