 * Serving Flask app 'node7'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://localhost:8007
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 111-361-953
127.0.0.1 - - [21/Oct/2024 13:04:07] "POST /server/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:08] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:08] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:09] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:11] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:13] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:13] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:13] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:14] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:14] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:14] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [21/Oct/2024 13:04:14] "POST /server/train/ HTTP/1.1" 200 -
