 * Serving Flask app 'node30'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://localhost:8030
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 856-088-911
127.0.0.1 - - [04/Oct/2024 15:58:53] "POST /server/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:55] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:55] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:55] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:56] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:56] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:56] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/train/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/tasks/ HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2024 15:58:57] "POST /server/tasks/ HTTP/1.1" 200 -
